n,run,theta_nw,theta_bh,t_nw,t_bh,theta_nw_plus_t_nw,theta_bh_plus_t_bh,ratio_nw_bh
40,56,1.8700000509852543e-05,0.007597600000735838,0.6605994999990799,0.11580580000008922,0.6606181999995897,0.12340340000082506,5.353322517816956
40,57,1.7099999240599573e-05,0.007755400001769885,0.6369967000027827,0.08830169999782811,0.6370138000020233,0.096057099999598,6.631615986790037
40,58,1.849999898695387e-05,0.007955900000524707,0.6680984000013268,0.15858549999757088,0.6681169000003138,0.16654139999809559,4.011716606248979
40,59,2.010000025620684e-05,0.008814699998765718,0.5994129999999132,0.15645800000129384,0.5994331000001694,0.16527270000005956,3.626933546798433
40,60,1.809999957913533e-05,0.007216599999082973,0.5833775999999489,0.11785759999838774,0.583395699999528,0.12507419999747071,4.66439681414173
40,61,1.799999881768599e-05,0.007970700000441866,0.6890041000006022,0.1265333000010287,0.6890220999994199,0.13450400000147056,5.1226885445182795
40,62,1.9499999325489625e-05,0.007932699998491444,0.6679308999991918,0.08830999999918276,0.6679503999985172,0.09624269999767421,6.94027079471647
40,63,1.6599999071331695e-05,0.007932500000606524,0.7188199000011082,0.13323590000072727,0.7188365000001795,0.1411684000013338,5.092049637124085
40,64,1.720000000204891e-05,0.007366800000454532,0.7400228000005882,0.14245020000089426,0.7400400000005902,0.1498170000013488,4.939626344099319
40,65,1.9499999325489625e-05,0.008184199999959674,1.5550925000025018,0.5313912999990862,1.5551120000018273,0.5395754999990459,2.8821026899934803
40,66,1.9899998733308166e-05,0.007544599997345358,0.6387877999986813,0.11576520000016899,0.6388076999974146,0.12330979999751435,5.180510389363145
40,67,2.0299998141126707e-05,0.0077052999986335635,0.6304337000001397,0.13140289999864763,0.6304539999982808,0.1391081999972812,4.532112413291256
40,68,2.0799998310394585e-05,0.007860499998059822,0.6260803999975906,0.17997570000079577,0.626101199995901,0.1878361999988556,3.3332296969365625
40,69,1.6499998309882358e-05,0.007842800001526484,0.6134590000001481,0.11593469999934314,0.613475499998458,0.12377750000086962,4.956276382978714
40,70,2.0399998902576044e-05,0.0078038999999989755,0.6139344999974128,0.09711030000107712,0.6139548999963154,0.1049142000010761,5.85197142036081
